example_id                                                                   | status | run_time        |
./spec/models/flags/actions/ban_spec.rb[1:2:1]                               | passed | 0.43596 seconds |
./spec/models/flags/actions/dismiss_spec.rb[1:1:1:1]                         | passed | 0.63846 seconds |
./spec/models/flags/actions/dismiss_spec.rb[1:1:1:2]                         | passed | 1.28 seconds    |
./spec/models/flags/actions/dismiss_spec.rb[1:1:1:3]                         | passed | 0.70866 seconds |
./spec/models/flags/actions/dismiss_spec.rb[1:2:1]                           | passed | 0.40602 seconds |
./spec/models/flags/actions/notify_user_spec.rb[1:1:1:1]                     | passed | 0.60056 seconds |
./spec/models/flags/actions/notify_user_spec.rb[1:1:1:2]                     | passed | 0.84818 seconds |
./spec/models/flags/actions/notify_user_spec.rb[1:1:1:3]                     | passed | 0.63017 seconds |
./spec/models/flags/actions/notify_user_spec.rb[1:1:1:4]                     | passed | 0.7821 seconds  |
./spec/models/flags/actions/notify_user_spec.rb[1:1:1:5]                     | passed | 0.58298 seconds |
./spec/models/flags/actions/notify_user_spec.rb[1:2:1]                       | passed | 1.27 seconds    |
./spec/models/flags/actions/null_action_spec.rb[1:1:1]                       | passed | 0.57516 seconds |
./spec/models/flags/actions/remove_project_submission_spec.rb[1:1:1:1]       | passed | 0.52164 seconds |
./spec/models/flags/actions/remove_project_submission_spec.rb[1:1:1:2]       | passed | 0.32907 seconds |
./spec/models/flags/actions/remove_project_submission_spec.rb[1:1:1:3]       | passed | 0.20412 seconds |
./spec/models/flags/actions/remove_project_submission_spec.rb[1:1:1:4]       | passed | 0.57804 seconds |
./spec/models/flags/actions/remove_project_submission_spec.rb[1:2:1]         | passed | 0.4696 seconds  |
./spec/models/github/lesson_content_importer_spec.rb[1:1:1]                  | passed | 0.50192 seconds |
./spec/models/github/lesson_content_importer_spec.rb[1:2:1]                  | passed | 0.43941 seconds |
./spec/models/github/lesson_content_importer_spec.rb[1:2:2:1]                | passed | 0.29035 seconds |
./spec/models/github/lesson_content_importer_spec.rb[1:2:3:1]                | passed | 0.25112 seconds |
./spec/models/github/push_event_spec.rb[1:1:1:1]                             | passed | 0.00092 seconds |
./spec/models/github/push_event_spec.rb[1:1:2:1]                             | passed | 0.00082 seconds |
